theta_deg	R_normalised
1.57025	5.48857e-05
1.57175	6.04673e-05
1.57325	5.67462e-05
1.57475	8.27937e-05
1.57625	8.46542e-05
1.57775	9.58174e-05
1.57925	0.000113492
1.58075	0.000113492
1.58225	0.000101399
1.58375	0.000119074
1.58525	0.00010512
1.58675	0.000111632
1.58825	8.3724e-05
1.58975	7.90726e-05
1.59125	6.13976e-05
1.59275	6.60489e-05
1.59425	5.86068e-05
1.59575	4.83739e-05
1.59725	4.46528e-05
1.59875	3.25593e-05
1.60025	1.95356e-05
1.60175	2.51172e-05
1.60325	1.48843e-05
1.60475	2.60475e-05
1.60625	2.97685e-05
1.60775	4.00015e-05
1.60925	4.27923e-05
1.61075	4.65133e-05
1.61225	4.46528e-05
1.61375	6.23278e-05
1.61525	7.81424e-05
1.61675	7.90726e-05
1.61825	9.39569e-05
1.61975	0.000113492
1.62125	0.000106981
1.62275	0.000129307
1.62425	0.000127446
1.62575	0.000120935
1.62725	0.000112562
1.62875	0.000113492
1.63025	0.000112562
1.63175	0.000110702
1.63325	0.000110702
1.63475	9.48872e-05
1.63625	7.72121e-05
1.63775	9.02358e-05
1.63925	6.88397e-05
1.64075	4.93041e-05
1.64225	4.65133e-05
1.64375	3.34896e-05
1.64525	3.53501e-05
1.64675	2.51172e-05
1.64825	3.34896e-05
1.64975	4.09317e-05
1.65125	3.72107e-05
1.65275	4.74436e-05
1.65425	6.23278e-05
1.65575	7.72121e-05
1.65725	9.58174e-05
1.65875	9.20964e-05
1.66025	0.000100469
1.66175	0.000130237
1.66325	0.000134889
1.66475	0.000169308
1.66625	0.000202798
1.66775	0.000206519
1.66925	0.000193495
1.67075	0.000198147
1.67225	0.000190705
1.67375	0.000213961
1.67525	0.000203728
1.67675	0.000182332
1.67825	0.000167448
1.67975	0.000180472
1.68125	0.000152564
1.68275	0.000130237
1.68425	0.00010419
1.68575	9.39569e-05
1.68725	6.69792e-05
1.68875	7.44213e-05
1.69025	5.30252e-05
1.69175	5.76765e-05
1.69325	3.81409e-05
1.69475	6.32581e-05
1.69625	6.60489e-05
1.69775	7.07002e-05
1.69925	9.30266e-05
1.70075	9.58174e-05
1.70225	0.000118144
1.70375	0.000160006
1.70525	0.000182332
1.70675	0.000204659
1.70825	0.000206519
1.70975	0.0002428
1.71125	0.000258614
1.71275	0.000271638
1.71425	0.000319081
1.71575	0.00031443
1.71725	0.000319081
1.71875	0.000293034
1.72025	0.000330245
1.72175	0.000266056
1.72325	0.00028001
1.72475	0.000235357
1.72625	0.000221403
1.72775	0.000201868
1.72925	0.00017303
1.73075	0.000149773
1.73225	0.000133958
1.73375	0.000106981
1.73525	8.18634e-05
1.73675	6.41884e-05
1.73825	0.000102329
1.73975	0.000118144
1.74125	0.000152564
1.74275	0.000207449
1.74425	0.000291173
1.74575	0.000391642
1.74725	0.000443737
1.74875	0.000577695
1.75025	0.000714444
1.75175	0.000902358
1.75325	0.0010605
1.75475	0.00120656
1.75625	0.00135447
1.75775	0.00157215
1.75925	0.00170983
1.76075	0.00195356
1.76225	0.00220008
1.76375	0.00234892
1.76525	0.00241404
1.76675	0.00271917
1.76825	0.0028522
1.76975	0.00304197
1.77125	0.00300104
1.77275	0.0032857
1.77425	0.0033164
1.77575	0.00337035
1.77725	0.00325407
1.77875	0.00330152
1.78025	0.00333966
1.78175	0.00322988
1.78325	0.00306988
1.78475	0.00302244
1.78625	0.00297778
1.78775	0.00283266
1.78925	0.00265126
1.79075	0.00250428
1.79225	0.00224194
1.79375	0.00208473
1.79525	0.0020624
1.79675	0.00180937
1.79825	0.00163448
1.79975	0.00136563
1.80125	0.00127726
1.80275	0.00108097
1.80425	0.000955383
1.80575	0.000784215
1.80725	0.000656768
1.80875	0.000565602
1.81025	0.000446528
1.81175	0.000346059
1.81325	0.000282801
1.81475	0.000205589
1.81625	0.000166518
1.81775	0.000111632
1.81925	8.09332e-05
1.82075	8.3724e-05
1.82225	5.67462e-05
1.82375	5.9537e-05
1.82525	4.83739e-05
1.82675	5.20949e-05
1.82825	5.5816e-05
1.82975	8.46542e-05
1.83125	8.3724e-05
1.83275	9.95385e-05
1.83425	0.000106981
1.83575	0.00010605
1.83725	0.000118144
1.83875	0.000136749
1.84025	0.000115353
1.84175	0.000108841
1.84325	0.000115353
1.84475	0.000113492
1.84625	0.000108841
1.84775	9.58174e-05
1.84925	9.67477e-05
1.85075	7.25608e-05
1.85225	5.76765e-05
1.85375	6.79094e-05
1.85525	3.90712e-05
1.85675	4.1862e-05
1.85825	2.97685e-05
1.85975	2.04659e-05
1.86125	2.60475e-05
1.86275	1.30237e-05
1.86425	1.3954e-05
1.86575	9.30266e-06
1.86725	1.48843e-05
1.86875	1.67448e-05
1.87025	1.67448e-05
1.87175	1.3954e-05
1.87325	2.7908e-05
1.87475	2.88383e-05
1.87625	2.7908e-05
1.87775	3.72107e-05
1.87925	3.44199e-05
1.88075	2.69777e-05
1.88225	2.51172e-05
1.88375	4.27923e-05
1.88525	4.00015e-05
1.88675	4.46528e-05
1.88825	4.1862e-05
1.88975	4.65133e-05
1.89125	3.06988e-05
1.89275	3.06988e-05
1.89425	2.60475e-05
1.89575	2.04659e-05
1.89725	1.76751e-05
1.89875	1.30237e-05
1.90025	2.13961e-05
1.90175	5.5816e-06
1.90325	1.3954e-05
1.90475	5.5816e-06
1.90625	5.5816e-06
1.90775	7.44213e-06
1.90925	4.65133e-06
1.91075	9.30266e-07
1.91225	6.51186e-06
