theta_deg	R_normalised
1.88225	1.6425e-06
1.88375	4.9275e-06
1.88525	8.2125e-06
1.88675	1.6425e-06
1.88825	3.285e-06
1.88975	9.855e-06
1.89125	9.855e-06
1.89275	3.285e-06
1.89425	6.57e-06
1.89575	8.2125e-06
1.89725	9.855e-06
1.89875	3.285e-06
1.90025	6.57e-06
1.90175	4.9275e-06
1.90325	3.285e-06
1.90475	6.57e-06
1.90625	3.285e-06
1.90775	8.2125e-06
1.90925	4.9275e-06
1.91075	1.6425e-06
1.91225	1.6425e-06
1.91375	3.285e-06
1.91525	4.9275e-06
1.91675	1.6425e-06
1.91825	3.285e-06
1.91975	3.285e-06
1.92125	1.6425e-06
1.92275	4.9275e-06
1.92425	1.6425e-06
1.92575	1.6425e-06
1.92725	9.855e-06
1.92875	4.9275e-06
1.93025	9.855e-06
1.93175	6.57e-06
1.93325	8.2125e-06
1.93475	6.57e-06
1.93625	4.9275e-06
1.93775	4.9275e-06
1.93925	6.57e-06
1.94075	8.2125e-06
1.94225	3.285e-06
1.94375	6.57e-06
1.94525	1.6425e-06
